ulasan,makanan,minuman,pelayanan,tempat,harga
"
Uenakkk bangett  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pelayan nya ramahPesanan cepat datang nyaEnak juga,,  dan harga terjangkau  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Positif
"
Mie bangladesh nya juara, hanya saja terlalu ramai pembelinya ,susah cari tempat duduk buat makan ditempat dan pelayanannya cukup lambat  ",Positif,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Tempat nongkrong anak muda...Makanan minuman murah meriah...Pelayanan cepet...Rasa makanannya juga ok  ",Positif,Aspek tidak ada,Positif,Positif,Positif
"
Indomi bangladesh terenak sekota Medan.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
paling suka Indomie bangdesh plus telor asinnya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sebenrnya biasa aja sih.. tpi enak buat yg lagi bokek tpi bingung mau nongkrongdimana. ya disini aja bisa kenyang dg hrga terjangkau banget  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Murah. Enak.  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Cocok untuk nongkrong, makanannya enak, pling khas mie bangladesnya.bisa buat nobar juga  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Salah satu Mie warkop ter-enak di medan kok, tp emg agaj bingung nyariknya sih...karna jejeran sama yg lain lain.  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tempat mencurahkan segala kebosanan sambil menikmati hidangan indomie khas banglades.. Enak n murah.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Pengen balik lagi..uenak bro.. ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
tempat sarapan yang pas dengan isi perut dan kantong ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Sangat mantap mantap kali ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warkop paling top ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie Bangladesh nya oke.. ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan nya enak tapi tempatnya kurang nyaman ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Menjual makanan malam seperti Indomie dan nasi goreng ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat nongkrong dan makan indomie terkenal di medan...di lokasi sekitaran jg banyak warkop seperti ini,tp dia lah yg paling terkenal  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Cukup lama penyajiannya..ya mgkn krn rame banget.. untuk rasa makanan dan minuman B aja  ",Netral,Netral,Negatif,Aspek tidak ada,Aspek tidak ada
"
Indomie babgladesh yg maknyus. Cocok yg suka kuliner malamBerbahan baku indomie dan di tambah bumbu khas dengan resep rahasia...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan,,,juice nya terbaik deh  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mienya enak dgn tambahan bumbu kari yg soft dan agak pedas..porsinya juga pas dan harganya murah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempat makan indomie terbaik di kota medan, harus coba mie banglades ukuran jumbo  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Rasanya mulai berubah, tetap enak, tapi tidak seenak dulu. Bukan tempat pertama untuk disinggah lagi.  ",Netral,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Rasa enak dilidah,harga pas dihati ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Teh tarik nya enak. Harga bersahabat  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Dulu ini menjadi tempat mkn indomi ter enak di MedanTp belakangan rasanya seperti berkurang  ",Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Hahaha nunggu indomie goreng + mandi 5 porsi 50mnt baru siap mandinya aja,tambahin kompor  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
warmindo yg tidak pernah sepi, tempat kongkow nya anak medan, kalo kesini disaranin nyobain indomie bangladesh nya, maknyussss  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Muantab; mie bangladesnya, teh susu, sate kerang, puding telor.. harus dicoba; dan ingat selalu rame pengunjungnya..  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
TEmpat yang nyamana tuk bersantai bersama siapa saja. N menyediakan jenis makanan dan minuman yang trjangkau bagi kita  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Makanan yang enak, serta lokasi yang mudah dijangkau. Sayang tempat sering kali penuh  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Oke sih tempatnya,tp kurang ramah pekerjanya  ",Aspek tidak ada,Aspek tidak ada,Negatif,Positif,Aspek tidak ada
"
Langganan... Disini gak pernah sepi saking enaknya.. Tempat duduknya kadang antri dulu tapi mkanannya cepat datang koc  ",Positif,Aspek tidak ada,Positif,Netral,Aspek tidak ada
"
Makanan enak, cocok buat nongkrong bareng teman  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makin lebar dan nyaman ketika nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Masakannya lumayan enak utk kategori masakan mie instan ala tongkrongan anak muda  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladeshnya luar biasa enak!! Tempatnya cukup luas tapi selalu penuh  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Saya makan disini sampai 2x dalam seminggu looh, dicoba baru tau rasanya...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladesh mantap,  kalo pagi ada mie balap dan nasi gorengnya enak..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh rasa nya nenndang...kalau mau becek minta tambah kuahnya...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Pengen makan mie instan yg enak?? Ya disini tempatnya. Rasa masakan mie instant nya juaraaa...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tenpat hang out yg murah,meriah, Muntah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Hanya melayani org yg berada  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Alangkah baiknya jika prokes di terapkan lebih lagi. Tempat panas,  ",Aspek tidak ada,Aspek tidak ada,Negatif,Negatif,Aspek tidak ada
"
Enak indomie karinya.. murah dan cocok jadi tempat nongkrong anak muda.. tp ramai sekali..  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Enak makanannya, cuman tidak da tempat parkir Mobil  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Mie bangladesh (tumis/goreng basah) nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak banget bangladesh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warung Kopi yang enak murah meriah dan nyaman buat nongkrong. Semua usia bisa, keren !!  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie Banglades dan telor setengah matangnya emang enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie bangladesh nya maknyhus  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Warkop yang buka 24 jam, Bangladesh(indomie yang dimasak nyemek nyemek) gitu dan itu enak banget!!!  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie beceknya mantap  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Terlalu rame, meja yang disediakan sedikiti, tempat kecil, mie terlalu banyak merica  ",Negatif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Murah meriah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Indomie nya paling enak di kota medan, tempat nya asik buat nongkrong karena banyak cewek-cewek cantik nongkrong disini  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie bangladeshnya top... sampai nambah 1 porsi...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie agem memang tiada tandinganya mie terfavorit d medan ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Sarapan pagi sy setiap antar anak sekolah... HeheheEnakMurahBanyak pilihannya...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Rekomendasi makan mie instan yg enak...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak banget.. apalagi indomie becek.. mantap.. thai tea juga recomended..  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mantap indomie becek  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Ramai, makanan disajikan dengan baik  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Warung indomie yang terkenal di Medan. Tempat tongkrongan anak muda yang memiliki harga murah. tempatnya kotor  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Positif
"
Salah satu alternatif kalo mau nongkrong di Medan sampai pagi dan harganya sangat terjangkau 
Salah satu alternatif kalo mau nongkrong di Medan sampai pagi dan harganya sangat terjangkau  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Hati hati kalo parkir motor soalnya motor saya nmx windshield nya rusak pecah tebelah dua dan yang buat lari karna kecerobohan tukang parkirnya  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Warung Indomie anak muda dan keluarga / mie lezat / pas buat isi perut dimalam hari / harga murahhh  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Pecinta mie instan, disini tempatnya! Kamu bisa makan mie instan dengan racikan kuah ala Agam Senyum.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
tempat makan mie terbaik, tambahin mie yang banyak dong saat mesan hehehe.  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie bangladeshnha enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu andalan hanyalah Mie...all about noodleSayangny tempatny kurang bersih  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Tempat nongkrong anak2x muda sambil makan indomie banglades...bumbu indomie nya itunyang enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak dan murah  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan mantap...tapi t4 pengap, ventalasi kurang memadai  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Enak buat nongkrong n mienya masi yg paling joss dari tetangga2 laennya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Bagus pelayanan cepat hanya kenyamanan kurang enak suasana panas tidak ada wifi  ",Aspek tidak ada,Aspek tidak ada,Positif,Negatif,Aspek tidak ada
"
Indomie bangladesh menu favorit pelanggan..harga standart rasa luar biasa.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempatnya bersih, dan sangat mematuhi protokol kesehatan.  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mienya enak kali bang. Mandinya pun segar👍Kalo kemedan lagi pasti mampir  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tempat yang tepat buat dikunjungi dengan hidangan sederhana yang punya rasa luar biasa buat kalian yang abis pulang dari aktivitas malam  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mie Bangladesh nya maknyus😍Harga bersahabat dgn kantong😊  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Tempatnya rame boleh la yg buat hangout dan makan yg murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Positif
"
Makanan enak indomienya tapi rame ribut. Cocok kumpul bareng temen  ",Positif,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Harga kaki 5, rasa bintang 5.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Mie dan bumbunya menyatu di lidah, yang membuat hati dan perut terasa memuaskan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
terbaik mi goreng nya, apalagi bangladesh.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Andalan. Mie Bangladesh + telur asin.Minusnya? Panas boooo hahhahaha ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"

Parkir sempit...pilihan rasa mie banyak... ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Terjangkau dan ramai ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Positif
"
Kalau ke Medan wajib makan Indomie disini. Enak banget ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Tongkrongan anak kos.  Recomended food ""mie banglades"" ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie goreng beceknya recomended banget... ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak, tapi agak mahal untuk indomie ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral
"
Ah enak banget makannya, hanya Indomie tari rasanya gila banget  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Aku suka pelayananya ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Asik buat bersantai  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Bagus dan rapi  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Bagus, makanan lumayan, kebersihan lumayan. Buka sampe pagi josss  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Baguslah tempatnya untuk duduk nongkrong dan bahas kerjaan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Banglades+ mandiAuto kenyang  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Banyak nyamuk kalau sore  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Bersih dan nyaman  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Bersih dan ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Best alternative of AGEM, tiap makan agem mules terus  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Biasa aja.. nothing special  ",Netral,Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Biasa sj dan hrg lumayan mhl  ",Netral,Netral,Aspek tidak ada,Aspek tidak ada,Negatif
"
Buat nongkrong murmer disini nich sambil begadang pun jadi  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Cocok utk pecinta kopi pinggir jalan, dengan harga sangat terjangkau tapi rasa lumayan. Seduh kopi dengan air yg panas mendidih agar hasilnya lebih terasa..  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Di sini kalo dibilang indomie goreng ori ya betol2 ori, ga ada sawi2nya 😊  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak banget ini indomie beceknya, rasanya keren euy....  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak dan murah  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Enak dan nyaman  ",Positif,Positif,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak dn karyawan nya cakep2...  ",Positif,Positif,Positif,Aspek tidak ada,Aspek tidak ada
"
Enak makan disini  ",Positif,Positif,Positif,Aspek tidak ada,Aspek tidak ada
"
Enak masakannya and rame bangett🌝🌝  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak Mie nya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Enak untuk nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Enak,murah,meriah lbh bervariasi  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
enakkkkkkk tapi saya masih prefer yg di tempat lain  ",Netral,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
gadaaa obat indomie warkop iwan emg paling best, apalagi sate kerangnya. ga cukup kalau cuma setusuk woyyy. + teh tarik jugaaa nikmatnyaa  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Gak usah datang ke tempat kekgini, nanti kelen diusir, kami udah dua kali diusir, dasar warkop ccd, nub globalSalam kopi jonii!!!  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Harga makanan dan minunan cukup murah tp kualitas rasa sangat lezat.  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Harga makanan minumannya mahal..  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Harga terjangkau di semua kalangan  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Ifumie gorengnya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie bangladesh enak. Tpi tempat panas dn engap. Krn panas dn asap dri dapur tidak keluar  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Indomie Bangladesh nya mantap terasa  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie disini enak banget.  Buat ketagihan banget deh.  Dan disini juga rame banget orang orang. Tapi kalo mau nongkrong lama banget gak recommended.  Soalnya pengap karena rame itu.  ",Positif,Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada
"
Indomie gorengnya bangladesh bisa 2 jempol. Salah 1 street food di medan  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie kuah nya gak ada lawan..!!Laziiiss...😋😋  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie Kuahnya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie lezat!!!  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Indomie mie instan dengan bumbu racikan sendiri. Yang aku suka dari ini adalah suasana outdoor nya jadi kalo rame, gak pengap kali. Risol nya garing tapi kopong sesuai harga la ya. Selain indomie ada jual nasi goreng juga tapi biasa aja. Disini terkenal karena indomie nya yang becek.  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Indomie nya enak, banyak tempat duduk nya banyak, selalu rame  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
indomie nya paling enak lah. pelayanan cepat. tapi tempatnya lumayan panas.  ",Positif,Aspek tidak ada,Positif,Negatif,Aspek tidak ada
"
Indonemie bagladesh nya enak bgt  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Ini adalah tmpat tongkrongan di seputaran Jl. H. Misbah, menu andalan disini adalah mie goreng Bangladesh dan aneka makanan lain. Selain makanan juga ada aneka minuman dengan hidangan terbaik dan harga terjangkau. Bagi yang sedang melintas di area ini mari silakan mampir  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Positif
"
Ini baru warkop, sangat cocok buat tongkrongan yang dompet tipis  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Kalo menu sih sama dengan warmindo lainnya. Tempatnya luas dan bersih. Pelayanan cepat  ",Netral,Netral,Positif,Positif,Aspek tidak ada
"
Kecewa dengan 2 kali diusir ,diusir dengan cara yang tidak mengenakkan , padahal saya ramai bawa kawan dan pesan banyak, sangat tidak respect terhadap pelanggan , saya sudah 3 tahun jadi pelanggan di warkop ini dari sepi sampe rame , dari kawan sampe pacar udah dibawa kesini .  ",Aspek tidak ada,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Kedekopi indomie dan nasi goreng, biasanya buka sampai pagii, kl tgnh malam laper boleh berkunjung kesini, rasa ok harga mantap, gak bikin kantong bolong 😄😝  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Kopi my enak dan mantap  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kopinya mantapp.  ",Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kurang enak  ",Negatif,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Kurang Joss nasi goreng nya tadi makan, maaf jika salah kata. Tempat asik  ",Negatif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Langganan nih. Enak dah ramah.Pernah Hp ku ketinggalan di atas meja. Dan sadar pas udh di setia budi. Terus aku balik lagi alhamdulillah penjualnya jujur, hp ku di amankan.. dan sebelumnya memastikan juga apa benar itu HP ku  ",Positif,Positif,Positif,Aspek tidak ada,Aspek tidak ada
"
Langganan rasa janganbr tanya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lokasi ramai , siap2 untuk mengantri  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Netral,Aspek tidak ada
"
Lokasinya nyaman dan bersih  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
love indomie gorengnya  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan buat nongkrong tapi indomie gorengnya rasanya kurang enak  ",Netral,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Lumayan enak makananya..  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Lumayan ramah  ",Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Makan disini rasanya hambar, pegawainya ketus. Jauh enak an agem dengan harga yg sama.  ",Negatif,Aspek tidak ada,Negatif,Aspek tidak ada,Aspek tidak ada
"
Makanan dan minuman lumayan murah  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan enak dan murah, ramai pengunjung...  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan murah meriah dan enak, gak kalah sama saingan yg di sebelahnya.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan nya enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan ok, harga ok.Warung makan indomie WarMindoRata rata 15k untuk food5k-15k minuman.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan terjangkau dan enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanan tidak terlalu banyak variasi namun rasanya cukup enak. Tempat makan cukup nyaman, pelayanan sangat ramah, tak jarang pelayan menguji kita berkomunikasi dengan bahasa Aceh. Badak siantar juga tersedia di sini.  ",Netral,Aspek tidak ada,Positif,Positif,Aspek tidak ada
"
Makanan yang direkomendasikan Indomie becek (sedikit kuahnya)  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanan yg lumayan enak  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak dan pelayanannya pun ramah dan cepat  ",Positif,Aspek tidak ada,Positif,Aspek tidak ada,Aspek tidak ada
"
Makanannya enak. Harga terjangkau. Pilihannya pun banyak.  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif
"
Makanannya mahal  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Negatif
"
Makanannya uenak... 👍  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Makannya enak skali  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Maknyuss  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mantap utn nongkrong  ",Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Mantap x Menu2 nya  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mau makan indomie nasgor khas medan ya disini tempatnya  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
"
Menu kurang bervariasi  ",Negatif,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Menu wajib disini indomie becek. Untuk menu masakan lain nya tidak enak.. suasana sangat bersih dan nyaman.. Ad jual nasi perang, snack, gorengan,bandrek juga ad..  Harga terjangkau.. Seporsi indomie becek hanya 10rb..  ",Netral,Netral,Aspek tidak ada,Positif,Positif
"
Menunya tidak lengkap  ",Negatif,Negatif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie Bangladesh dan TSTnya yahuud banget  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladesh adalah menu terfavorit  ",Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
mie bangladesh kuah 1 bg, jgn lupa jus Lemon dingin nya yamaknyooss,  ",Positif,Positif,Aspek tidak ada,Aspek tidak ada,Aspek tidak ada
"
Mie bangladesh mantap, toilet bersih + mushola  ",Positif,Aspek tidak ada,Aspek tidak ada,Positif,Aspek tidak ada
